season,team,conference,totalPlays,passingPlays,rushingPlays
2017,Cincinnati,American Athletic,746,412.0,324.0
2017,Clemson,ACC,925,441.0,473.0
2017,Coastal Carolina,Sun Belt,696,302.0,383.0
2017,Colorado,Pac-12,877,427.0,436.0
2017,Colorado State,Mountain West,913,445.0,453.0
2017,Connecticut,American Athletic,773,385.0,377.0
2017,Duke,ACC,923,460.0,446.0
2017,East Carolina,American Athletic,718,423.0,281.0
2017,Eastern Michigan,Mid-American,839,440.00000000000006,385.0
2017,Florida,SEC,665,317.0,331.0
2017,Florida Atlantic,Conference USA,902,331.0,555.0
2017,Florida International,Conference USA,833,384.0,433.0
2017,Florida State,ACC,738,348.0,374.0
2017,Fresno State,Mountain West,830,386.0,421.0
2017,Georgia,SEC,841,294.0,527.0
2017,Georgia Southern,Sun Belt,731,186.00000000000003,530.0
2017,Georgia State,Sun Belt,634,329.0,298.0
2017,Georgia Tech,ACC,701,133.0,560.0
2017,Hawai'i,Mountain West,728,392.0,332.0
2017,Houston,American Athletic,800,401.0,389.0
2017,Illinois,Big Ten,670,340.0,318.0
2017,Indiana,Big Ten,863,504.0,343.0
2017,Iowa,Big Ten,767,357.0,399.00000000000006
2017,Iowa State,Big 12,867,473.0,377.0
2017,Kansas,Big 12,741,426.0,298.0
2017,Kansas State,Big 12,748,276.0,452.0
2017,Kent State,Mid-American,653,241.0,403.0
2017,Kentucky,SEC,771,338.0,412.0
2017,Liberty,FBS Independents,106,60.0,42.0
2017,Louisiana,Sun Belt,679,337.0,331.0
2017,Louisiana Monroe,Sun Belt,794,368.0,417.0
2017,Louisiana Tech,Conference USA,835,401.0,411.0
2017,Louisville,ACC,821,423.00000000000006,382.0
2017,LSU,SEC,795,300.0,480.0
2017,Marshall,Conference USA,842,431.00000000000006,401.0
2017,Maryland,Big Ten,649,297.0,342.0
2017,Memphis,American Athletic,849,462.0,372.0
2017,Miami,ACC,782,426.00000000000006,339.0
2017,Miami (OH),Mid-American,792,390.0,390.0
2017,Michigan,Big Ten,836,356.0,460.0
2017,Michigan State,Big Ten,866,393.0,458.0
2017,Middle Tennessee,Conference USA,829,464.0,350.0
2017,Minnesota,Big Ten,683,240.0,429.00000000000006
2017,Mississippi State,SEC,847,320.0,513.0
2017,Missouri,SEC,748,369.0,361.0
2017,Navy,American Athletic,790,97.0,683.0
2017,NC State,ACC,945,482.99999999999994,451.0
2017,Nebraska,Big Ten,733,412.0,307.0
2017,Nevada,Mountain West,699,394.99999999999994,295.0
2017,New Mexico,Mountain West,655,211.0,435.0
2017,New Mexico State,FBS Independents,949,629.0,307.0
2017,North Carolina,ACC,712,380.0,324.0
2017,Northern Illinois,Mid-American,879,404.0,465.0
2017,North Texas,Conference USA,870,451.0,398.0
2017,Northwestern,Big Ten,969,483.0,472.0
2017,Notre Dame,FBS Independents,825,346.0,465.0
2017,Ohio,Mid-American,738,287.0,436.0
2017,Ohio State,Big Ten,755,332.0,408.0
2017,Oklahoma,Big 12,878,422.0,441.0
2017,Oklahoma State,Big 12,865,459.0,386.0
2017,Old Dominion,Conference USA,716,310.0,389.99999999999994
2017,Ole Miss,SEC,720,414.99999999999994,286.0
2017,Oregon,Pac-12,797,288.0,500.00000000000006
2017,Oregon State,Pac-12,652,317.0,323.0
2017,Penn State,Big Ten,776,432.0,336.0
2017,Pittsburgh,ACC,747,350.0,386.0
2017,Purdue,Big Ten,829,474.0,340.0
2017,Rice,Conference USA,574,203.0,369.0
2017,Rutgers,Big Ten,588,238.0,344.0
2017,San Diego State,Mountain West,759,263.0,485.0
2017,San José State,Mountain West,719,360.0,346.0
2017,SMU,American Athletic,866,455.0,396.0
2017,South Alabama,Sun Belt,691,379.00000000000006,296.0
2017,South Carolina,SEC,774,411.00000000000006,349.0
2017,Southern Mississippi,Conference USA,841,412.0,413.0
2017,South Florida,American Athletic,935,357.0,558.0
2017,Stanford,Pac-12,802,354.0,427.0
2017,Syracuse,ACC,936,536.0,380.0
2017,TCU,Big 12,872,412.0,445.0
2017,Temple,American Athletic,843,436.0,388.0
2017,Tennessee,SEC,664,312.0,338.0
2017,Texas,Big 12,965,509.00000000000006,444.0
2017,Texas A&M,SEC,893,441.0,435.0
2017,Texas State,Sun Belt,677,323.0,346.0
2017,Texas Tech,Big 12,925,542.0,372.0
2017,Toledo,Mid-American,876,399.0,452.0
2017,Troy,Sun Belt,760,421.99999999999994,328.0
2017,Tulane,American Athletic,658,230.0,419.0
2017,Tulsa,American Athletic,808,285.0,511.0
2017,UAB,Conference USA,780,323.0,445.0
2017,UCF,American Athletic,795,391.0,392.0
2017,UCLA,Pac-12,866,515.0,334.0
2017,UMass,FBS Independents,817,462.0,342.0
2017,UNLV,Mountain West,751,292.0,436.0
2017,USC,Pac-12,978,494.99999999999994,471.0
2017,Utah,Pac-12,913,439.0,446.0
2017,Utah State,Mountain West,727,369.99999999999994,344.0
2017,UTEP,Conference USA,584,294.0,286.0
2017,UT San Antonio,Conference USA,708,307.0,382.0
2017,Vanderbilt,SEC,632,338.0,290.0
2017,Virginia,ACC,830,500.00000000000006,321.0
2017,Virginia Tech,ACC,885,405.0,464.0
2017,Wake Forest,ACC,870,404.0,445.0
2017,Washington,Pac-12,698,333.0,352.0
2017,Washington State,Pac-12,854,614.0,222.0
2017,Western Kentucky,Conference USA,904,582.0,313.0
2017,Western Michigan,Mid-American,789,297.0,478.0
2017,West Virginia,Big 12,811,450.0,350.0
2017,Wisconsin,Big Ten,902,336.0,550.0
2017,Wyoming,Mountain West,706,340.0,351.0
2018,Air Force,Mountain West,828,170.0,648.0
2018,Akron,Mid-American,700,375.0,309.0
2018,Alabama,SEC,764,385.99999999999994,368.0
2018,Appalachian State,Sun Belt,702,280.0,411.0
2018,Arizona,Pac-12,739,327.0,393.0
2018,Arizona State,Pac-12,881,396.0,466.00000000000006
2018,Arkansas,SEC,691,342.0,330.0
2018,Arkansas State,Sun Belt,852,432.0,407.0
2018,Army,FBS Independents,836,94.0,734.0
2018,Auburn,SEC,745,373.0,357.0
2018,Ball State,Mid-American,820,438.0,371.0
2018,Baylor,Big 12,896,466.99999999999994,414.0
2018,Boise State,Mountain West,885,454.0,419.0
2018,Boston College,ACC,789,324.0,458.00000000000006
2018,Bowling Green,Mid-American,706,378.0,321.0
2018,Buffalo,Mid-American,878,398.0,470.99999999999994
2018,BYU,FBS Independents,748,354.0,383.00000000000006
2018,California,Pac-12,870,425.0,433.0
2018,Central Michigan,Mid-American,735,353.0,370.0
2018,Charlotte,Conference USA,695,295.0,385.0
2018,Cincinnati,American Athletic,817,354.0,458.0
2018,Clemson,ACC,854,447.0,395.0
2018,Coastal Carolina,Sun Belt,691,259.0,419.0
2018,Colorado,Pac-12,798,420.0,367.0
2018,Colorado State,Mountain West,756,442.0,303.0
2018,Connecticut,American Athletic,636,287.0,343.00000000000006
2018,Duke,ACC,863,476.00000000000006,378.0
2018,East Carolina,American Athletic,853,522.0,314.0
2018,Eastern Michigan,Mid-American,857,405.0,440.0
2018,Florida,SEC,788,347.0,425.0
2018,Florida Atlantic,Conference USA,772,311.0,452.0
2018,Florida International,Conference USA,750,345.0,391.99999999999994
2018,Florida State,ACC,735,407.0,317.0
2018,Fresno State,Mountain West,783,399.0,371.0
2018,Georgia,SEC,784,334.0,433.0
2018,Georgia Southern,Sun Belt,713,127.0,567.0
2018,Georgia State,Sun Belt,642,287.0,345.0
2018,Georgia Tech,ACC,736,115.0,611.0
2018,Hawai'i,Mountain West,885,531.0,338.0
2018,Houston,American Athletic,844,418.0,417.0
2018,Illinois,Big Ten,691,289.0,383.0
2018,Indiana,Big Ten,870,479.0,376.0
2018,Iowa,Big Ten,800,392.0,391.0
2018,Iowa State,Big 12,813,383.0,415.0
2018,Kansas,Big 12,725,363.0,349.0
2018,Kansas State,Big 12,726,286.0,425.0
2018,Kent State,Mid-American,773,393.0,366.0
2018,Kentucky,SEC,787,306.0,472.00000000000006
2018,Liberty,FBS Independents,832,422.0,403.0
2018,Louisiana,Sun Belt,802,329.0,457.99999999999994
2018,Louisiana Monroe,Sun Belt,711,360.0,342.0
2018,Louisiana Tech,Conference USA,855,468.00000000000006,371.0
2018,Louisville,ACC,611,318.0,283.0
2018,LSU,SEC,917,397.0,491.0
2018,Marshall,Conference USA,870,432.0,423.0
2018,Maryland,Big Ten,652,244.0,395.00000000000006
2018,Memphis,American Athletic,901,386.0,498.99999999999994
2018,Miami,ACC,728,345.0,372.99999999999994
2018,Miami (OH),Mid-American,774,374.0,388.00000000000006
2018,Michigan,Big Ten,780,319.0,440.0
2018,Michigan State,Big Ten,950,505.0,426.0
2018,Middle Tennessee,Conference USA,879,478.99999999999994,381.0
2018,Minnesota,Big Ten,792,347.0,428.99999999999994
2018,Mississippi State,SEC,709,301.0,396.0
2018,Missouri,SEC,884,410.0,451.99999999999994
2018,Navy,American Athletic,752,120.99999999999999,621.0
2018,NC State,ACC,884,459.00000000000006,403.0
2018,Nebraska,Big Ten,794,389.0,392.0
2018,Nevada,Mountain West,852,468.00000000000006,367.0
2018,New Mexico,Mountain West,599,231.0,362.0
2018,New Mexico State,FBS Independents,781,497.0,271.0
2018,North Carolina,ACC,775,401.0,356.0
2018,Northern Illinois,Mid-American,950,423.0,513.0
2018,North Texas,Conference USA,847,471.0,359.0
2018,Northwestern,Big Ten,1034,548.0,475.0
2018,Notre Dame,FBS Independents,884,415.0,451.99999999999994
2018,Ohio,Mid-American,747,303.0,430.00000000000006
2018,Ohio State,Big Ten,1005,532.0,461.0
2018,Oklahoma,Big 12,823,375.0,433.0
2018,Oklahoma State,Big 12,957,500.0,441.0
2018,Old Dominion,Conference USA,805,472.99999999999994,318.0
2018,Ole Miss,SEC,783,435.0,327.0
2018,Oregon,Pac-12,841,400.0,435.00000000000006
2018,Oregon State,Pac-12,802,417.0,373.0
2018,Penn State,Big Ten,818,374.0,427.00000000000006
2018,Pittsburgh,ACC,808,316.0,478.0
2018,Purdue,Big Ten,800,483.0,300.0
2018,Rice,Conference USA,712,322.0,375.0
2018,Rutgers,Big Ten,626,316.0,302.0
2018,San Diego State,Mountain West,799,321.0,458.0
2018,San José State,Mountain West,737,437.99999999999994,284.0
2018,SMU,American Athletic,769,432.0,324.0
2018,South Alabama,Sun Belt,640,276.0,356.0
2018,South Carolina,SEC,774,398.0,363.0
2018,Southern Mississippi,Conference USA,717,387.0,313.0
2018,South Florida,American Athletic,845,398.0,431.0
2018,Stanford,Pac-12,785,431.0,338.0
2018,Syracuse,ACC,942,448.0,468.0
2018,TCU,Big 12,822,391.0,416.00000000000006
2018,Temple,American Athletic,851,423.0,417.0
2018,Tennessee,SEC,596,277.0,307.0
2018,Texas,Big 12,1011,483.0,509.0
2018,Texas A&M,SEC,871,426.0,424.0
2018,Texas State,Sun Belt,724,331.0,384.0
2018,Texas Tech,Big 12,908,528.0,362.0
2018,Toledo,Mid-American,783,352.0,417.00000000000006
2018,Troy,Sun Belt,765,354.0,392.99999999999994
2018,Tulane,American Athletic,761,285.0,468.0
2018,Tulsa,American Athletic,834,322.0,499.00000000000006
2018,UAB,Conference USA,823,320.0,489.0
2018,UCF,American Athletic,881,366.0,502.99999999999994
2018,UCLA,Pac-12,807,403.0,389.0
2018,UMass,FBS Independents,660,363.00000000000006,286.0
2018,UNLV,Mountain West,731,305.0,421.0
2018,USC,Pac-12,769,400.00000000000006,356.0
2018,Utah,Pac-12,901,412.0,464.99999999999994
2018,Utah State,Mountain West,717,390.0,313.0
2018,UTEP,Conference USA,630,281.0,340.0
2018,UT San Antonio,Conference USA,625,346.0,266.0
2018,Vanderbilt,SEC,801,411.0,377.0
2018,Virginia,ACC,807,374.0,417.0
2018,Virginia Tech,ACC,861,419.0,430.0
2018,Wake Forest,ACC,927,439.0,470.00000000000006
2018,Washington,Pac-12,917,402.0,499.0
2018,Washington State,Pac-12,880,630.0,239.0
2018,Western Kentucky,Conference USA,766,410.99999999999994,344.0
2018,Western Michigan,Mid-American,822,356.0,458.0
2018,West Virginia,Big 12,794,439.0,340.0
2018,Wisconsin,Big Ten,800,299.0,491.0
2018,Wyoming,Mountain West,717,275.0,427.00000000000006
2019,Air Force,Mountain West,798,128.0,657.0
2019,Akron,Mid-American,598,379.0,212.0
2019,Alabama,SEC,657,355.0,291.0
2019,Appalachian State,Sun Belt,889,366.0,512.0
2019,Arizona,Pac-12,772,396.00000000000006,367.0
2019,Arizona State,Pac-12,821,398.0,401.0
2019,Arkansas,SEC,676,372.0,290.0
2019,Arkansas State,Sun Belt,856,463.0,374.0
2019,Army,FBS Independents,778,136.0,636.0
2019,Auburn,SEC,830,374.0,440.00000000000006
2019,Ball State,Mid-American,861,381.0,465.0
2019,Baylor,Big 12,844,442.99999999999994,387.0
2019,Boise State,Mountain West,881,446.00000000000006,420.0
2019,Boston College,ACC,852,279.0,561.0
2019,Bowling Green,Mid-American,628,277.0,345.0
2019,Buffalo,Mid-American,841,262.0,568.0
2019,BYU,FBS Independents,813,432.0,364.0
2019,California,Pac-12,799,381.0,407.0
2019,Central Michigan,Mid-American,901,461.0,427.0
2019,Charlotte,Conference USA,753,312.0,431.00000000000006
2019,Cincinnati,American Athletic,886,365.0,508.0
2019,Clemson,ACC,769,396.0,364.0
2019,Coastal Carolina,Sun Belt,756,313.0,429.0
2019,Colorado,Pac-12,784,393.00000000000006,374.0
2019,Colorado State,Mountain West,792,447.00000000000006,332.0
2019,Connecticut,American Athletic,629,327.0,293.0
2019,Duke,ACC,734,364.0,355.0
2019,East Carolina,American Athletic,792,411.0,359.0
2019,Eastern Michigan,Mid-American,826,449.0,362.0
2019,Florida,SEC,770,444.0,310.0
2019,Florida Atlantic,Conference USA,892,450.0,426.0
2019,Florida International,Conference USA,765,346.0,399.0
2019,Florida State,ACC,828,431.0,391.0
2019,Fresno State,Mountain West,746,383.0,352.0
2019,Georgia,SEC,842,380.0,436.99999999999994
2019,Georgia Southern,Sun Belt,762,164.0,579.0
2019,Georgia State,Sun Belt,821,332.0,479.0
2019,Georgia Tech,ACC,623,248.0,372.0
2019,Hawai'i,Mountain West,917,576.0,332.0
2019,Houston,American Athletic,749,326.0,402.0
2019,Illinois,Big Ten,792,374.0,405.0
2019,Indiana,Big Ten,789,434.0,341.0
2019,Iowa,Big Ten,821,408.0,385.0
2019,Iowa State,Big 12,858,480.00000000000006,362.0
2019,Kansas,Big 12,644,329.00000000000006,304.0
2019,Kansas State,Big 12,775,303.0,452.99999999999994
2019,Kent State,Mid-American,842,357.0,456.0
2019,Kentucky,SEC,751,251.0,491.0
2019,Liberty,FBS Independents,777,427.00000000000006,338.0
2019,Louisiana,Sun Belt,884,383.0,489.00000000000006
2019,Louisiana Monroe,Sun Belt,805,386.0,409.99999999999994
2019,Louisiana Tech,Conference USA,804,419.99999999999994,370.0
2019,Louisville,ACC,784,309.0,467.0
2019,LSU,SEC,883,510.0,353.0
2019,Marshall,Conference USA,806,348.0,440.00000000000006
2019,Maryland,Big Ten,517,267.0,248.0
2019,Memphis,American Athletic,888,432.0,434.0
2019,Miami,ACC,790,451.00000000000006,326.0
2019,Miami (OH),Mid-American,812,352.0,435.0
2019,Michigan,Big Ten,784,376.0,395.99999999999994
2019,Michigan State,Big Ten,849,426.0,401.0
2019,Middle Tennessee,Conference USA,692,345.0,336.0
2019,Minnesota,Big Ten,825,326.0,488.0
2019,Mississippi State,SEC,694,280.0,406.00000000000006
2019,Missouri,SEC,739,350.0,375.00000000000006
2019,Navy,American Athletic,729,103.00000000000001,615.0
2019,NC State,ACC,740,397.99999999999994,323.0
2019,Nebraska,Big Ten,747,303.0,433.0
2019,Nevada,Mountain West,830,459.0,352.0
2019,New Mexico,Mountain West,748,316.0,420.0
2019,New Mexico State,FBS Independents,703,408.0,286.0
2019,North Carolina,ACC,886,439.0,428.0
2019,Northern Illinois,Mid-American,738,353.0,371.0
2019,North Texas,Conference USA,744,422.00000000000006,306.0
2019,Northwestern,Big Ten,752,304.0,438.00000000000006
2019,Notre Dame,FBS Independents,754,383.0,355.0
2019,Ohio,Mid-American,805,335.0,457.0
2019,Ohio State,Big Ten,807,362.0,433.0
2019,Oklahoma,Big 12,808,339.0,452.00000000000006
2019,Oklahoma State,Big 12,867,358.0,489.0
2019,Old Dominion,Conference USA,751,398.99999999999994,337.0
2019,Ole Miss,SEC,809,329.0,469.0
2019,Oregon,Pac-12,848,424.0,415.0
2019,Oregon State,Pac-12,765,409.0,352.0
2019,Penn State,Big Ten,772,350.0,409.0
2019,Pittsburgh,ACC,928,516.0,390.0
2019,Purdue,Big Ten,813,520.0,279.0
2019,Rice,Conference USA,686,310.0,366.0
2019,Rutgers,Big Ten,585,238.0,336.0
2019,San Diego State,Mountain West,908,401.0,485.0
2019,San José State,Mountain West,779,493.00000000000006,265.0
2019,SMU,American Athletic,949,482.0,454.0
2019,South Alabama,Sun Belt,670,258.0,403.00000000000006
2019,South Carolina,SEC,796,448.0,330.0
2019,Southern Mississippi,Conference USA,814,428.0,367.0
2019,South Florida,American Athletic,621,298.0,316.0
2019,Stanford,Pac-12,751,430.0,303.0
2019,Syracuse,ACC,744,380.0,346.0
2019,TCU,Big 12,840,397.0,417.0
2019,Temple,American Athletic,863,450.0,400.0
2019,Tennessee,SEC,776,364.0,393.0
2019,Texas,Big 12,876,470.0,395.0
2019,Texas A&M,SEC,753,401.0,335.0
2019,Texas State,Sun Belt,606,377.0,219.0
2019,Texas Tech,Big 12,838,485.0,333.0
2019,Toledo,Mid-American,749,307.0,431.0
2019,Troy,Sun Belt,774,464.0,294.0
2019,Tulane,American Athletic,831,322.0,498.99999999999994
2019,Tulsa,American Athletic,898,450.0,433.0
2019,UAB,Conference USA,802,319.0,465.0
2019,UCF,American Athletic,853,426.0,412.0
2019,UCLA,Pac-12,853,426.0,419.0
2019,UMass,FBS Independents,582,296.0,280.0
2019,UNLV,Mountain West,708,342.0,354.99999999999994
2019,USC,Pac-12,846,509.00000000000006,323.0
2019,Utah,Pac-12,764,306.0,447.99999999999994
2019,Utah State,Mountain West,834,450.0,363.0
2019,UTEP,Conference USA,692,332.0,346.0
2019,UT San Antonio,Conference USA,714,336.0,369.00000000000006
2019,Vanderbilt,SEC,623,331.0,281.0
2019,Virginia,ACC,880,512.0,349.0
2019,Virginia Tech,ACC,823,330.0,473.99999999999994
2019,Wake Forest,ACC,978,462.0,492.0
2019,Washington,Pac-12,803,411.00000000000006,374.0
2019,Washington State,Pac-12,858,675.0,168.0
2019,Western Kentucky,Conference USA,860,466.0,379.0
2019,Western Michigan,Mid-American,812,394.0,410.0
2019,West Virginia,Big 12,714,431.99999999999994,269.0
2019,Wisconsin,Big Ten,813,315.0,487.0
2019,Wyoming,Mountain West,792,267.0,510.0
